,host_response_rate,host_acceptance_rate,property_type,room_type,accomodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,extra_people,number_of_reviews,review_scores_rating,cancellation_policy,wireless_internet,smoke_detector,air_conditioning,heating,cable_tv,washer,dryer,family_kid_friendly,kitchen,free_parking,carbon_monoxide,pets_allowed,essentials,checkin_24hr,lock_on_bedroom_door,pool,hair_dryer,gym,wheelchair_accessible,iron,shampoo,hangers,first_aid_kit,elevator,comments
2967,0,0,1,1,3,1.0,1,1,1,150,150,50,50,10,100,3,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,Alejandra and her place were wonderful!  Everything was exactly as described and her cat Lily was such a lovely house companion!!  I couldn't have asked for a better first time both using this service and staying in Boston.
2968,0,0,2,1,5,1.5,2,2,1,140,200,50,75,1,100,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,"I didn''t get to meet Joel, but he was very helpful in his texts and emails.  The house was lovely, very clean, and in excellent condition.  The beds were super comfortable and the kitchen was great.  This was my 1st experience with an airbnb, and I would highly recommend it.  "
2973,100,100,1,1,3,1.0,1,1,1,131,200,25,0,5,92,3,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"Location, location, location!  You can''t do better than half a block from Hanover Street in the heart of Boston''s North End.  This place is ideally located within a short walk of many of Boston''s main sights:  the Freedom Trail, Boston Common, Fanueil Hall etc.  The T is an easy walk away and the lovely paths along the nearby Rose Fitzgerald greenway are spectacular.

Even though it''s centrally located, the place was nice and quiet, just as advertised.  No parking.  Don''t even think about trying to be here with a car.  The pictures and descriptions are extremely accurate:  the bedroom is spacious and lovely and  the kitchen is extremely well outfitted.  The only downside is the teeny living room which is a little spartan.  The bathroom is small too, but my two daughters and I were comfortable staying there.  

Emily was a great host:  very communicative in advance and left a nice packet of suggestions we definitely used.  There was also a fun bowl of candy for guests my daughters appreciated!  She was out of the country while we were there, but the friend she arranged to meet us was quite helpful.

If you want to stay in the heart of the North End this is a great choice."
2974,98,68,1,1,4,1.0,1,1,1,189,500,100,0,6,100,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"Will''s apartment was great and just what we needed for the week! Very clean. Access to the apartment was super easy. Location couldn''t have been better for easy access to the city, short walk to southie hot spots on west Broadway and the Starbucks right downstairs was key! Wifi had great connection and I was able to work from the apartment a few days. Having central AC during the summer time in Boston was great! Had all the basic amenities we needed. I would definitely stay here again next time I''m in Boston."
2975,100,94,1,2,2,1.0,1,1,1,99,150,0,0,2,80,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,The bedroom is nice and the desk is really helpful for those who need to work on the laptop. There is plenty of storage in the closet. The shared bathroom is good but could be cleaner. Chole was very helpful with some advice to get a cab from the apartment. The neighbourhood is really calm and close to some restaurants and supermarkets. It was also good to be close to a branch of the Metro Green Line.
2976,93,57,1,2,1,1.0,1,1,1,39,300,50,0,4,95,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"I stayed with Huggy for the summer. He is a genuinely good-hearted man and values cleanliness and peace and quiet for all his guests. If you are looking for a well-kept, private space, I would definitely recommend Huggy."
2977,93,57,1,2,1,1.0,1,1,1,33,300,50,0,1,100,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Huggy was very welcoming and curious during my stay. The room was small but more than enough for my stay I Boston for the summer. The place was very clean and i felt safe in the neighborhood it was located in.
2978,98,68,1,1,7,2.0,3,3,1,330,500,125,0,60,85,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"The apartment was perfect.  It was clean, comfortable, and well appointed.  Lots of steps, so maybe not the best location for someone that would be put off by that.  We didn''t mind, and making our way to the third floor at the end of the day was fun for the kids in our party.  The kitchen is especially big, I was surprised.  The location, although not right in the middle of the bustle, was very convenient- easy to walk to shopping, groceries, and the T.  Great little spots to eat nearby too!  We''ll definitely return."
2979,98,68,1,1,6,1.5,2,3,1,235,500,125,0,37,89,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,"Good apartment and great location, right around the corner from Toro and Flour! Easy check-in, maintenance/landlord was available for problems and responded quickly. Great kitchen for cooking. We enjoyed our stay. "
2981,100,100,4,1,2,1.0,0,1,1,140,150,25,0,1,0,2,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,The host canceled this reservation 3 days before arrival. This is an automated posting.
2983,98,66,1,1,4,1.0,1,1,1,143,500,100,0,16,91,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,"Perfection! The place, the location, the communication, well done! "
2984,100,82,5,2,2,1.0,1,1,1,170,250,75,0,1,80,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"Great host, comfortable bed, location is perfect "
2985,100,0,2,1,4,2.0,2,2,1,120,200,0,50,2,100,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,"We just loved our extended stay at Kieran''s and Vincent''s place. During our time there it almost felt like home, especially because we could enjoy the shady backyard on hot days and have occasional BBQs in the evening. The house is comfortable and cozy, and Vincent''s paintings are awesome to look at. The neighborhood is friendly and quiet, a tram station is just 2 minutes away by foot, the freeway system 5 minutes by car. There are grocery stores, restaurants, banks, bars etc. within walking distance. The Neponset River Trail is great for exercise, beach access is a 10 minute drive.
Kieran and Vincent were great hosts, upon our arrival everything was organized and we were given a tour of the house. They are friendly, responsive, and absolutely easy going. We we would always rent their place again."
2986,79,100,1,2,1,1.0,1,1,1,52,100,50,0,3,73,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"The owner, Henry came to the building on time to give the keys. Orichid gives fast response to message. The location of the building is great. It is close to Savin Hill station, close to restaurants and supermarkets. There isn''t any washers and dryers, but there is a laundry place 100 feet away.

The building is old. The owner, Henry doesn''t live here. They takes care of garbage, and bleach the floors. However, cleanliness is the biggest problem. I don''t think they clean dusts in the corners. Inside the room, they do better job at cleaning, but kitchen and the bathroom aren''t that clean.

I would recommend this place for short term, since the price and the location is convenient. However, I wouldn''t recommend this place for long term. If they improve cleaning, then it might be okay for long term."
2987,79,100,1,2,2,1.0,1,1,1,69,100,45,0,9,82,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"The place was ok. The host responded quickly to my questions (I arrived earlier than planned and I didn''t wait so long). He wasn''t particularly welcoming though. The bathroom is kind of dirty, the mattress is really thin, the bed is loud. The neibourhood is really cool, families and stuff, it''s right beside the subway, downtown is near. To be honest, staying there was cheap, the experience went along with it. If you can afford better, pay for better. If not, you can crash there at the end of your day and you''ll still have a wonderful time in Boston."
2988,100,100,1,1,6,2.0,3,3,1,250,250,90,0,6,90,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"A beautiful home in Jamica Plain! We loved staying here and indeed loved the whole area. The apartment is really spacious and very convienient to subway, parks, restaurants and shops (all within around 5 minutes walk). Everything we could possible need was there and we enjoyed the art and the interior decor very much. As mentioned it is over three floors and not suitable for very young children or anyone with mobility poblems. We arrived during an excessive heat warning and the house was very warm, however we were able to keep the bedrooms cool with fans and the window a/c units. (Though we were glad when the temperature came down after a couple of days!). Highly recommended.      "
2989,100,100,1,1,2,1.5,2,2,1,150,100,100,0,3,100,3,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"Paul''s place was fantastic! Perfect location, spacious and comfy. All pics are accurate, their home looks just as is or even better. All communication was prompt and clear, all went off without a hitch. We  definitely look forward to staying here again. Thank you so much for sharing your home with us!"
2991,100,88,2,1,4,2.0,4,3,1,159,500,100,0,41,94,3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"This was our first experience with Airbnb and to be honest it is difficult to imagine a better one.
The communication with Ken is friendly and very easy. 
The house is very comfortable, well equipped and is perfectly situated near the ground transportation.
And last but not least you can feel lot of love in this home.
We highly recommend."
2992,0,100,1,2,1,1.0,1,1,1,65,100,50,0,1,0,3,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,The host canceled this reservation 7 days before arrival. This is an automated posting.
2993,100,56,1,3,2,1.0,1,1,1,100,500,50,20,10,98,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Jason was fantastic and his place is great! We had a pretty strange request: to come over to his place and watch a sporting event that we couldn't get at our hotel. He was more than helpful and extremely friendly. Clean place with a great TV.
2994,100,58,1,1,2,1.0,0,1,1,140,1000,50,0,5,96,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Andrea has a lovely studio and I found her to be a great host. The studio is an a great location. very cozy and clean exactly like the pictures. The communication with Andrea was smooth. Andrea was very helpful. 
2995,100,75,1,1,2,1.0,1,1,1,179,300,30,0,51,96,3,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Liz promptly replied to my questions before our trip. She was waiting for us when we arrived and was very welcoming. We loved staying in her beautiful apartment. It was immaculate when we arrived. Very quiet building and neighborhood. Within walking distance of everything we wanted to do; close to Boston Common and the shops on Charles St. I would definitely stay here again!
2996,100,100,2,2,3,2.0,1,2,1,68,100,20,15,49,84,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Quinn''s was excellent! Very clean and quiet with easy access to public transport and some good restaurants. Would very happily stay here again. Room was clean with fresh sheets, kitchen and bathroom were also very clean and a cleaner came twice during my stay. Quinn was prompt with his acceptance and was easy to contact."
2997,95,100,1,1,3,1.0,1,1,1,200,200,50,0,68,95,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"I stayed at Elizabeth''s place for 4 nights while attending a conference at the Hynes Convention Center. This apt is ideally located for such a business trip and very convenient to Copley and Back Bay. The apt is clean, comfortable and cozy. Elizabeth was prompt in all communication and accommodating. I will certainly look to stay here again on future trips to Boston!"
2998,100,100,2,2,2,2.5,1,1,1,64,100,20,15,41,80,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Didn''t meet the host. Checkin and checkout went smoothly. The room was clean and had everything a hotel room has. Was in a perfect location, 2 minutes to the blue line subway and walking distance to a bunch of food places."
2999,100,100,2,2,1,1.0,1,1,1,45,100,25,0,10,96,2,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"It''s apparently nice room for short periods stay. The quiet environment, room condition and nice People there are all reasons that you don''t want to miss it. Maybe it a little far to walk to Brighton Ave to find something to eat, but generally I really had a good time in there. Thanks Joe."
3000,100,100,6,2,2,1.0,1,2,1,75,100,15,20,16,87,3,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,The home was beautiful and clean. You couldn't ask for a friendlier or more quiet neighborhood. Nicole was an extremely attentive hostess...and Nemo (her dog) was especially charming. 
3001,100,100,1,1,3,1.0,1,1,1,210,375,50,25,6,100,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Dan was an amazing host. He was there to greet us upon check in, gave a walk through of the place, and broke down the city for us. The place was awesome. Quiet neighborhood, walking distance to public transportation, great restaurants, and a ball game! "
3002,100,94,1,1,4,1.0,0,2,1,149,100,40,25,101,88,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"Great location.  Walking distance to Fenway, hospitals, grocery store and restaurants.  Apartment as advertised.  Property manager Eddie was extremely helpful and accomodating.  Thanks very much."
3003,100,91,1,1,4,1.0,1,1,1,150,100,0,25,4,93,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Nancy's place was very very well located and we were able to walk to everything! Check-in and checkout was very easy and Nancy was nice and accommodating. 
3004,100,89,1,2,2,1.0,1,1,1,125,250,60,0,47,95,3,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,"We selected Ashley''s location based on proximity to our daughter and her family (a five minute walk) and it turned out to be an excellent choice.  Ashley is a conscientious host and made sure we were welcome with excellent pre-arrival communications, clear instructions, and even a bottle of wine in the room.  While the room is small it is exactly as she described and within walking distance of everything, both historical sights and shopping amenities, such as an excellent grocery store.  I''m sure we will be staying with her again on a future visit."
